puBal,puSat
100.00,74.44
100.00,75.56
100.00,75.56
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,75.56
100.00,74.44
100.00,74.44
100.00,74.44
100.00,75.56
100.00,75.56
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,75.56
100.00,74.44
100.00,74.44
100.00,74.44
100.00,74.44
100.00,75.56
