puBal,puSat
35.56,24.44
33.89,23.89
34.44,24.44
35.00,25.00
37.22,27.22
35.56,25.00
35.56,25.56
35.00,25.00
33.89,23.89
35.00,24.44
35.00,24.44
33.89,23.89
34.44,24.44
34.44,24.44
35.56,25.56
35.56,25.56
34.44,24.44
35.56,25.00
33.89,23.89
34.44,24.44
35.00,25.00
33.33,23.33
34.44,24.44
35.00,25.00
35.56,25.00
33.33,23.33
33.89,23.89
35.00,25.00
33.89,23.89
34.44,24.44
