puBal,puSat
40.67,28.67
42.67,30.00
42.00,30.00
41.33,29.33
40.67,28.67
42.00,29.33
40.67,28.67
40.67,28.67
42.00,30.00
42.00,30.00
42.67,30.67
40.67,28.67
40.67,28.67
42.00,30.00
40.67,28.67
41.33,29.33
40.67,28.67
42.00,29.33
42.67,30.00
41.33,29.33
42.00,30.00
42.67,30.00
43.33,30.00
41.33,29.33
42.00,29.33
42.67,30.00
42.00,30.00
41.33,29.33
40.67,28.67
44.00,32.00
