108.703,14262.4
175.424,22975.0
176.759,17284.8
224.442,23155.2
329.279,19326.2
347.821,22764.3
359.908,27726.8
421.059,26664.2
465.388,30799.1
468.594,15927.1
481.305,20366.2
547.707,18203.4
583.474,21233.4
614.4,27051.9
733.357,18532.8
814.033,28550.4
873.217,23235.3
930.329,32280.3
958.572,20023.0
1078.92,24894.4
1248.68,24475.1
1263.35,24466.8
1312.3,27244.6
1328.41,30246.0
1335.76,17596.9
1422.86,26172.7
1490.48,21311.8
1501.69,27357.7
1680.65,23720.5
1734.04,19696.2
1753.02,22595.6
1754.19,20050.8
1773.14,18661.6
1774.36,30733.7
1809.59,24184.2
1815.35,14303.6
1862.58,19614.4
1877.39,22219.4
2080.21,18996.8
2113.59,17160.0
2235.22,17506.8
2246.24,22838.7
2270.19,25389.4
2274.06,19117.8
2294.83,27080.2
2308.72,28824.6
2328.42,21555.4
2497.74,27278.8
2630.03,26562.5
2639.69,22889.9
2715.26,28332.7
2752.92,21780.7
2761.23,17641.5
2823.27,28922.4
2854.6,24205.2
2933.13,27429.0
2989.76,31031.4
3134.3,32251.5
3134.99,28843.0
3209.77,27787.6
3314.23,32317.4
3333.14,28561.9
3348.54,25960.3
3367.15,25211.4
3371.63,26435.1
3454.25,32755.9
3454.75,21113.8
28846.9,52314.6
28887.9,52210.1
28917.7,51059.8
28938.7,54293.6
28951.1,47436.5
28951.8,52989.2
28980.6,49908.3
29032.7,44819.1
29049.8,52575.7
29119.4,51168.6
29239.2,50376.1
29292.7,47258.3
29406.1,48597.5
29421.2,45936.1
29429.8,51295.0
29475.3,57185.7
29518.0,41602.6
29522.1,51914.5
29527.7,46978.3
29539.7,51761.8
29552.7,50935.3
29615.4,51494.6
29616.8,53230.9
29648.0,45117.7
29682.1,56218.8
29705.4,57404.8
29708.4,50704.4
29772.4,51651.0
29804.8,52667.2
29810.9,46770.5
29831.4,46562.7
29865.9,57640.8
29867.0,55317.2
29869.3,59855.1
29910.8,53993.7
29923.2,59384.0
30044.7,49303.6
30100.9,46915.1
30254.3,50273.7
30365.2,51735.5
30429.4,51087.7
30511.7,43897.6
30513.7,56259.4
30536.4,56571.8
30539.2,46936.8
30541.7,48225.5
30600.0,45319.5
30606.2,51489.8
30607.1,53265.0
30669.2,52525.9
30733.8,53762.1
30760.9,46836.7
30783.5,51294.8
31081.0,51557.0
31118.8,50077.7
31160.2,56152.9
31213.4,52883.8
31289.3,57286.9
31318.5,51217.0
31321.6,49822.4
31353.1,53631.9
31543.3,50926.6
31631.9,56005.8
31810.7,53584.4
31917.5,56379.8
32124.3,55264.3
32371.3,57843.1
57683.1,75105.2
57696.7,86640.4
57718.4,77711.1
57761.0,79199.9
57787.2,94910.6
57876.8,84280.6
57877.5,89950.3
57904.1,73656.4
57995.8,74100.9
58036.8,85588.1
58098.4,86408.9
58230.1,80762.8
58357.9,81465.3
58377.9,82989.8
58435.3,81946.8
58500.1,86264.0
58538.4,74942.0
58672.7,82945.1
58678.1,84551.4
58683.0,85485.4
58769.0,82122.7
58779.7,83533.1
58792.8,83043.3
58855.7,76268.7
58902.2,78306.8
58915.8,80582.6
59018.7,77797.3
59117.1,76398.9
59256.3,77523.4
59349.4,99175.6
59390.6,83012.1
59422.2,85886.3
59426.3,79926.0
59536.4,79718.4
59656.8,85097.5
59660.3,79702.8
59710.9,84580.9
59731.0,78538.0
59755.2,80844.4
59786.2,77459.8
59805.4,82139.0
59828.9,83608.8
59992.7,87030.5
59997.2,76807.3
60040.2,84569.5
60105.1,81013.0
60152.9,87279.8
60250.6,85430.0
60388.2,93136.4
60412.2,82388.1
60414.4,84744.6
60470.9,84011.3
60507.9,76960.0
60572.3,80495.4
60609.6,79201.8
60646.3,92062.1
60651.9,87997.0
60683.8,86459.7
60698.3,84535.3
60761.8,82612.6
60795.8,83134.8
60860.5,80896.6
60944.5,87598.3
61017.7,76896.3
61064.3,76605.2
61183.6,82243.0
