ppBal,ppSat
9.50,17.17
8.67,17.33
9.67,17.33
9.83,17.67
9.67,17.33
9.67,17.67
9.17,17.17
8.67,17.33
9.50,17.33
8.83,17.00
9.33,17.67
9.67,17.67
9.17,16.50
9.33,17.50
9.33,17.33
9.50,17.50
9.50,17.50
9.33,17.17
10.00,17.67
9.33,16.83
9.50,17.67
9.33,17.33
9.67,17.33
9.50,17.33
8.83,17.50
9.33,16.50
8.67,16.83
9.50,17.67
9.83,17.67
10.00,17.33
