ppBal,ppSat
4.00,12.67
5.33,12.67
4.17,12.33
6.17,12.67
5.17,13.00
3.67,12.67
5.00,12.17
6.50,12.50
4.67,13.00
4.83,13.33
5.33,12.83
5.33,12.50
4.83,13.00
5.33,12.67
4.67,13.67
4.67,12.83
4.17,11.67
4.83,13.00
5.83,12.67
5.50,12.83
6.00,14.00
4.83,13.00
5.83,12.83
5.33,12.33
5.67,13.00
3.67,11.83
4.83,13.17
5.00,12.83
6.17,13.83
6.17,12.50
