msBal,msSat
0.96,0.92
0.94,0.92
0.95,0.91
0.95,0.92
0.95,0.67
0.94,0.92
0.53,0.91
0.94,0.91
0.75,0.91
0.94,0.91
0.95,0.91
0.94,0.91
0.95,0.90
0.96,0.91
0.85,0.91
0.93,0.92
0.95,0.91
0.96,0.92
0.96,0.91
0.95,0.91
0.96,0.92
0.93,0.90
0.42,0.90
0.94,0.91
0.95,0.91
0.94,0.91
0.95,0.92
0.96,0.92
0.94,0.92
0.95,0.91
