ppBal,ppSat
6.33,10.50
4.00,11.17
4.33,11.33
7.50,11.83
6.00,12.00
5.67,11.00
6.33,10.17
6.67,10.83
3.67,10.33
5.50,11.33
6.00,11.33
6.17,11.17
5.67,10.83
6.00,11.50
5.50,11.67
7.17,11.00
5.00,11.50
6.00,11.67
5.50,11.33
5.83,11.00
5.83,11.00
6.50,11.50
4.67,11.50
6.50,11.17
5.17,11.33
5.17,11.67
6.67,11.50
7.33,11.33
4.33,10.50
7.17,11.50
