ppBal,ppSat
14.17,17.50
13.33,17.17
10.67,18.00
14.17,15.67
12.83,16.50
13.83,16.50
11.83,13.33
15.17,17.67
12.00,16.17
14.00,16.33
15.33,16.17
10.00,15.50
11.33,16.83
11.17,15.50
11.33,15.83
13.17,16.33
14.00,13.50
11.00,15.33
13.67,15.50
11.33,17.50
12.50,14.67
14.00,16.17
14.67,16.00
14.67,16.83
15.00,17.33
14.33,15.33
14.67,16.33
14.00,15.17
16.00,16.50
14.00,16.33
