ppBal,ppSat
7.33,16.00
7.83,16.17
7.50,16.33
7.83,16.00
7.83,16.33
8.00,16.33
7.50,16.00
7.50,16.17
6.67,15.67
8.00,16.33
8.00,16.33
8.00,16.33
7.83,16.17
8.00,16.33
7.83,16.00
8.00,15.83
7.33,16.33
7.83,16.17
8.00,16.17
7.67,16.00
7.83,16.33
7.33,16.00
7.67,16.33
7.83,16.17
7.17,16.17
8.00,16.00
8.00,16.33
8.00,16.33
8.00,16.33
8.00,16.33
