puBal,puSat
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,71.11
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
100.00,70.56
