msBal,msSat
0.94,0.92
0.96,0.92
0.95,0.92
0.93,0.91
0.95,0.92
0.94,0.92
0.94,0.92
0.95,0.92
0.95,0.92
0.95,0.92
0.95,0.92
0.94,0.92
0.95,0.92
0.94,0.92
0.94,0.92
0.95,0.92
0.95,0.92
0.94,0.91
0.95,0.91
0.95,0.92
0.95,0.92
0.95,0.92
0.95,0.92
0.95,0.92
0.96,0.92
0.96,0.92
0.95,0.92
0.94,0.92
0.95,0.92
0.94,0.91
