ppBal,ppSat
18.00,23.33
19.00,24.17
18.33,24.33
19.17,23.17
18.00,23.33
18.83,23.33
18.83,23.67
18.17,23.33
18.17,23.33
18.33,24.00
19.33,24.17
19.50,24.17
17.67,23.33
19.50,23.50
19.50,23.17
18.67,23.50
17.83,23.67
19.83,23.83
19.50,23.50
19.00,24.00
18.50,24.17
18.83,23.50
18.67,24.00
19.17,23.33
18.33,23.67
19.17,23.17
19.33,24.00
19.17,23.83
18.50,23.50
19.00,23.67
