ppBal,ppSat
13.33,19.83
9.33,20.00
10.83,21.00
14.33,21.67
11.00,21.00
12.33,20.83
13.33,19.50
11.50,20.50
11.00,19.67
10.17,19.83
11.67,20.33
12.33,21.17
10.50,20.50
12.83,20.83
12.00,21.00
12.17,20.17
10.50,20.50
12.17,21.50
12.17,22.00
11.33,20.67
11.67,20.67
12.17,21.33
11.17,20.67
11.50,20.83
9.33,21.00
9.17,20.83
11.33,20.67
13.67,21.17
10.67,20.83
12.17,21.33
