ppBal,ppSat
6.33,11.50
4.33,10.17
4.33,11.50
5.50,11.17
5.17,12.17
5.33,9.17
5.83,10.50
5.83,11.83
5.00,12.00
5.83,10.67
5.33,10.33
6.83,12.00
5.67,11.83
4.17,11.00
5.83,11.17
5.67,12.00
4.17,10.00
5.33,11.50
4.50,10.67
6.17,11.33
6.50,11.50
6.50,11.33
5.17,11.67
5.83,11.17
5.17,11.83
6.33,12.00
5.67,11.33
6.33,11.00
6.00,9.67
6.00,12.33
