ppBal,ppSat
4.67,14.67
5.83,14.00
4.67,10.67
4.67,14.00
5.17,16.50
3.83,16.50
5.00,13.00
6.00,13.00
6.33,15.50
5.17,14.50
5.67,15.33
6.50,14.67
5.33,13.33
4.83,16.33
5.83,16.67
5.50,14.67
4.83,13.67
6.50,15.00
6.00,12.00
4.33,16.33
5.50,14.67
5.50,15.83
4.33,16.50
4.50,14.50
6.17,8.83
5.33,11.83
4.67,14.33
6.00,15.83
5.83,13.83
6.00,14.50
