ppBal,ppSat
7.67,8.17
6.33,7.33
7.00,8.17
8.83,8.50
6.00,8.50
6.67,8.17
7.00,8.83
8.33,8.17
8.00,9.83
6.00,9.00
7.50,8.17
7.00,5.33
6.83,7.83
5.00,8.00
7.33,6.83
6.17,8.00
6.67,8.00
7.83,8.00
7.00,8.17
5.67,8.83
7.67,8.33
7.50,7.83
7.67,9.17
5.67,7.33
6.83,9.67
7.33,9.00
7.50,9.67
8.00,8.50
6.67,7.67
8.00,9.00
