msBal,msSat
0.93,0.92
0.92,0.92
0.94,0.91
0.94,0.93
0.95,0.92
0.94,0.93
0.94,0.93
0.92,0.92
0.93,0.92
0.92,0.92
0.92,0.92
0.95,0.93
0.94,0.92
0.94,0.93
0.94,0.92
0.94,0.92
0.91,0.93
0.64,0.93
0.92,1.02
0.93,0.94
0.94,0.93
0.93,0.92
0.91,0.93
0.93,0.92
0.91,0.92
0.93,0.99
0.91,0.92
0.96,0.93
0.92,0.92
0.93,0.93
