msBal,msSat
1.07,0.82
0.95,0.88
0.95,0.83
0.94,0.81
0.98,0.79
0.94,0.71
0.60,0.84
0.85,0.84
0.56,2.68
1.12,3.34
0.90,0.52
0.68,1.05
0.95,0.83
0.94,0.82
0.95,0.91
0.60,0.86
0.94,0.83
0.96,0.84
0.88,0.81
1.37,4.29
0.90,0.55
0.70,0.83
0.97,1.21
0.97,0.83
0.96,0.83
0.95,0.83
0.95,0.85
0.94,0.45
0.67,0.86
0.95,0.95
