ppBal,ppSat
7.83,13.33
5.00,13.83
5.67,14.17
8.83,14.67
7.00,14.67
6.67,14.00
7.00,12.33
7.67,13.67
4.50,13.17
6.50,14.00
7.17,14.17
7.00,13.83
6.50,13.67
7.33,14.50
6.17,14.50
8.83,13.83
6.33,13.83
7.17,14.67
6.50,14.17
7.17,14.00
7.00,13.67
7.50,14.50
6.00,14.00
7.67,13.83
6.00,13.83
5.83,14.50
7.67,14.17
8.83,14.33
5.00,13.50
8.17,14.33
