ppBal,ppSat
9.00,17.33
9.50,17.50
9.33,17.67
9.83,17.33
9.67,17.67
9.67,17.33
9.50,17.33
8.83,17.50
8.67,17.00
10.00,17.67
9.67,17.67
10.00,17.67
9.50,17.50
10.00,17.50
9.83,17.33
10.00,17.17
9.17,17.67
9.83,17.50
10.00,17.50
9.50,17.33
9.83,17.67
9.17,17.17
9.67,17.67
9.83,17.50
9.17,17.33
9.83,17.33
10.00,17.67
9.83,17.50
10.00,17.50
9.83,17.50
