puBal,puSat
100.00,85.00
100.00,85.00
100.00,85.00
100.00,85.00
100.00,85.00
100.00,84.17
100.00,85.00
100.00,85.00
100.00,84.17
100.00,85.00
100.00,84.17
100.00,84.17
100.00,85.00
100.00,85.00
100.00,85.00
100.00,85.83
100.00,85.00
100.00,84.17
100.00,85.00
100.00,84.17
100.00,85.00
100.00,85.00
100.00,85.00
100.00,84.17
100.00,85.00
100.00,85.00
100.00,84.17
100.00,84.17
100.00,85.00
100.00,85.00
