ppBal,ppSat
11.00,19.17
11.67,19.33
10.83,18.67
11.00,18.50
11.50,19.17
11.50,19.00
11.50,19.00
11.00,19.00
10.67,18.33
10.83,18.67
10.67,18.33
11.00,18.67
10.33,18.33
11.67,19.00
11.67,19.00
10.83,18.67
11.33,19.00
11.83,19.00
11.50,19.00
11.00,18.67
10.83,18.50
10.67,18.67
10.67,18.33
10.67,18.17
10.67,18.83
10.67,18.33
11.83,18.83
11.67,19.00
11.00,18.67
12.00,19.33
