ppBal,ppSat
11.17,18.50
10.50,18.67
11.67,18.67
11.67,18.83
11.33,18.50
11.50,18.83
11.17,18.50
10.50,18.67
11.50,18.33
10.33,18.17
11.33,19.00
11.67,19.00
11.00,17.50
11.00,18.33
11.33,18.67
11.33,18.67
11.50,18.67
11.00,18.50
12.00,19.00
11.17,18.17
11.50,19.00
11.33,18.67
11.33,18.67
11.17,18.67
10.83,18.83
11.17,17.83
10.50,18.17
11.50,18.83
11.67,19.00
11.83,18.67
