ppBal,ppSat
6.67,8.00
7.00,8.00
6.50,8.00
7.00,8.00
6.67,8.00
6.83,8.00
6.67,7.83
6.67,8.00
7.00,8.00
6.67,8.00
6.50,8.00
6.67,8.00
6.83,8.00
6.50,8.00
6.83,7.83
6.33,7.83
6.83,8.00
7.00,8.00
6.83,8.00
6.83,8.00
6.33,8.00
6.67,8.00
6.83,8.00
6.67,8.00
6.83,8.00
6.50,7.83
7.00,8.00
7.00,7.83
6.33,8.00
6.67,8.00
