msBal,msSat
0.90,0.88
0.92,0.60
0.96,0.61
0.92,0.64
0.94,0.56
0.93,0.82
0.86,0.57
0.90,1.05
0.93,0.91
48.97,1.12
0.94,0.45
0.56,0.74
0.92,0.82
0.93,0.92
0.94,2.44
0.93,0.81
0.95,0.84
0.58,0.52
0.49,0.84
0.94,2.14
0.86,0.64
0.94,0.73
0.94,0.40
0.88,0.53
0.71,0.84
0.75,0.76
0.94,0.46
0.92,0.78
1.04,0.84
0.93,0.84
