msBal,msSat
0.64,0.89
0.94,0.84
0.94,0.88
0.94,3.44
0.95,0.88
0.88,0.60
0.94,0.89
1.31,0.84
0.95,0.74
0.97,73.36
0.96,49.66
0.93,0.81
0.94,9.61
0.95,0.85
0.95,0.85
0.95,0.84
0.94,0.80
0.94,0.81
0.93,0.59
0.72,0.83
0.62,0.63
0.95,0.81
0.95,0.91
0.95,0.54
0.74,1.02
0.96,0.60
0.93,0.71
0.94,0.74
0.95,0.89
0.83,1.77
