ppBal,ppSat
1.67,7.17
2.00,6.33
2.00,6.00
2.50,6.33
2.33,6.67
1.33,5.83
1.83,6.17
3.00,6.33
2.67,6.83
2.33,6.33
1.67,7.00
3.00,6.17
2.17,6.67
2.33,6.17
2.33,6.67
2.00,6.67
1.67,6.00
2.83,7.17
2.50,6.00
2.67,6.50
2.33,6.67
2.17,6.33
2.17,6.83
2.50,6.50
2.33,6.00
2.00,6.17
2.00,7.00
1.83,6.33
3.00,6.50
2.67,6.33
