ppBal,ppSat
5.17,13.67
5.50,13.67
5.50,13.67
5.50,14.00
5.50,13.67
5.67,13.67
5.67,13.83
5.67,13.50
5.17,13.67
5.33,13.67
5.67,13.67
5.67,13.83
5.67,13.83
5.83,13.67
5.67,13.83
5.67,13.83
6.00,14.00
5.33,13.50
5.83,13.83
5.50,13.67
5.50,14.00
5.83,13.83
5.17,13.67
5.67,13.67
5.50,13.67
5.83,13.83
5.50,13.83
5.33,13.67
5.67,13.50
5.50,13.67
