ppBal,ppSat
3.50,5.17
2.17,5.67
2.00,5.83
3.83,6.00
3.33,6.00
2.67,5.00
3.67,5.17
3.67,5.33
1.67,5.33
2.67,5.83
3.33,5.67
3.83,5.67
3.33,5.00
3.17,5.50
3.17,6.00
3.50,5.33
2.17,5.83
3.33,5.83
2.50,5.67
3.33,5.17
3.50,5.33
3.83,5.67
2.50,5.67
3.33,5.67
2.83,5.50
2.50,6.00
3.33,5.83
3.83,5.83
2.50,5.50
3.50,5.67
