ppBal,ppSat
7.33,24.67
7.17,22.50
8.00,24.17
8.17,22.67
8.17,22.50
7.00,23.33
7.67,23.33
7.17,25.50
7.33,27.17
8.17,23.50
7.33,22.83
7.17,26.33
5.83,23.17
7.83,22.83
8.50,23.50
8.00,26.00
8.83,22.50
8.00,20.33
6.67,26.17
8.17,24.83
8.00,22.83
8.50,24.67
8.33,20.50
7.33,23.50
8.17,23.17
7.67,24.83
6.83,22.33
8.50,22.00
7.50,25.17
7.67,23.33
