puBal,puSat
100.00,95.56
100.00,92.78
100.00,92.22
100.00,92.78
100.00,89.44
100.00,87.78
100.00,91.67
100.00,91.67
100.00,88.33
100.00,92.22
100.00,91.11
100.00,92.22
100.00,88.33
100.00,90.00
100.00,100.00
100.00,91.67
100.00,87.22
100.00,92.22
100.00,88.89
100.00,87.78
100.00,92.22
100.00,91.11
100.00,95.56
100.00,90.00
100.00,94.44
100.00,93.89
100.00,92.22
100.00,93.33
100.00,100.00
100.00,88.33
