ppBal,ppSat
15.17,22.83
12.33,26.67
12.67,23.33
13.67,25.33
14.67,24.17
12.50,25.67
13.67,31.83
15.33,25.83
12.83,24.50
12.67,24.17
13.00,21.50
13.00,34.67
11.83,24.33
11.67,21.17
14.17,24.00
16.50,23.17
14.50,29.33
14.00,21.33
13.67,24.33
14.50,28.17
13.17,31.67
13.33,22.33
12.50,26.50
13.83,20.00
14.83,23.17
13.17,23.83
14.33,28.50
13.67,22.83
12.50,29.17
11.67,24.00
