ppBal,ppSat
9.33,19.67
11.33,18.83
9.67,21.83
9.17,19.83
9.50,16.83
10.50,19.33
6.33,18.83
9.17,21.33
10.00,22.83
12.17,20.83
9.17,20.00
9.67,19.17
10.67,21.50
7.83,20.33
9.33,20.00
11.00,22.33
10.00,19.50
7.50,21.17
9.50,21.17
9.17,22.17
7.83,20.17
10.50,21.00
9.00,21.83
11.33,20.50
9.00,20.67
8.50,21.50
8.00,18.17
7.33,19.33
11.00,19.33
9.00,21.33
