nodes,6,9,12,15,18
g1avg,99.74,100.0,100.0,100.0,100.0
g1min,99.22,100.0,100.0,100.0,100.0
g1max,100.26,100.0,100.0,100.0,100.0
g2avg,100.0,100.0,100.0,100.0,100.0
g2min,100.0,100.0,100.0,100.0,100.0
g2max,100.0,100.0,100.0,100.0,100.0
g3avg,100.0,100.0,100.0,100.0,100.0
g3min,100.0,100.0,100.0,100.0,100.0
g3max,100.0,100.0,100.0,100.0,100.0
