puBal,puSat
85.56,65.56
84.44,64.44
81.11,62.22
90.00,65.56
85.56,65.56
87.78,66.67
87.78,67.78
85.56,64.44
85.56,65.56
85.56,64.44
86.67,65.56
85.56,65.56
85.56,65.56
86.67,64.44
85.56,64.44
85.56,64.44
85.56,64.44
90.00,66.67
87.78,67.78
85.56,64.44
87.78,66.67
84.44,63.33
83.33,63.33
83.33,63.33
85.56,64.44
84.44,65.56
86.67,66.67
86.67,65.56
86.67,63.33
84.44,64.44
