puBal,puSat
58.00,44.00
58.67,44.67
59.33,46.00
58.00,45.33
58.00,46.00
58.00,44.00
59.33,46.67
58.67,44.00
59.33,46.00
57.33,44.67
60.67,46.67
60.00,46.00
58.67,45.33
56.67,44.00
60.67,46.67
58.67,44.67
56.00,44.00
60.67,45.33
60.67,45.33
59.33,46.00
58.00,44.67
57.33,44.67
56.67,44.67
56.67,42.67
58.00,45.33
54.67,43.33
58.00,46.00
59.33,45.33
57.33,44.67
58.00,44.67
