ppBal,ppSat
5.67,13.67
5.67,13.83
5.67,13.83
5.67,14.00
5.33,13.33
5.83,14.00
5.83,13.83
5.67,13.67
5.67,14.00
5.33,13.83
5.50,14.00
5.67,14.00
4.83,13.33
5.83,14.00
5.83,14.00
5.83,14.00
5.83,14.00
5.67,13.67
5.33,13.50
5.67,13.83
5.00,14.00
5.83,14.00
5.83,13.83
6.00,14.00
6.00,13.50
5.50,13.67
5.17,14.00
5.67,13.67
6.00,14.00
5.67,14.00
