ppBal,ppSat
3.89,7.78
3.89,8.33
3.89,8.33
3.89,8.33
3.33,8.33
3.89,8.89
3.89,8.33
3.33,7.22
3.89,8.89
3.89,7.78
3.33,8.33
3.89,8.89
3.33,7.78
3.89,8.33
3.89,8.33
3.89,8.33
3.33,8.33
3.33,7.78
3.89,7.78
3.33,7.78
3.33,7.78
3.89,8.33
3.89,8.33
3.89,8.89
3.89,8.33
3.33,8.33
3.89,8.33
3.89,7.78
3.33,7.78
3.33,8.89
