ppBal,ppSat
6.11,14.44
7.22,15.56
6.67,15.56
6.11,15.56
6.67,16.67
5.56,15.00
7.22,16.67
6.67,15.00
6.11,15.56
5.00,14.44
7.78,16.11
8.33,16.67
6.67,15.56
5.56,15.00
8.33,16.67
7.78,16.11
4.44,14.44
7.22,15.56
7.78,16.11
7.22,16.11
5.56,14.44
6.11,15.56
5.00,15.00
5.56,14.44
6.11,15.56
3.89,14.44
6.11,16.11
6.67,15.56
5.56,15.00
5.56,14.44
