ppBal,ppSat
3.83,6.00
3.50,5.50
3.50,5.83
2.67,5.17
2.67,5.50
3.67,5.67
2.83,5.17
2.83,5.17
3.50,5.50
3.67,5.83
2.83,5.67
3.33,5.67
3.17,5.67
3.50,5.50
3.17,5.67
2.67,5.50
3.33,5.67
2.83,5.50
2.67,5.33
3.33,5.83
3.17,5.17
2.83,5.33
3.33,5.67
2.83,5.83
3.17,5.83
3.83,5.50
1.83,4.83
3.33,5.50
2.83,5.17
2.17,5.50
