ppBal,ppSat
5.00,13.89
6.67,15.56
6.11,15.00
4.44,13.89
5.00,13.89
4.44,14.44
5.56,15.00
3.89,13.89
4.44,13.89
5.56,14.44
5.00,14.44
5.56,15.00
6.67,15.56
4.44,13.89
5.56,14.44
5.00,14.44
5.00,14.44
3.89,13.89
6.11,15.00
5.56,14.44
5.56,15.00
5.56,14.44
4.44,13.89
5.56,15.00
6.11,15.56
6.11,15.00
5.00,14.44
4.44,14.44
4.44,13.89
5.56,14.44
