12.5243,19419.2
35.9921,24851.9
61.1867,15849.8
263.675,24527.0
324.606,20860.1
325.441,23456.7
397.392,21282.2
446.064,27033.3
504.67,20177.1
646.781,22330.7
716.88,19289.7
723.016,19385.9
724.936,28539.7
756.436,20439.5
776.353,20387.9
794.738,25059.1
1014.88,26316.8
1076.56,29262.3
1124.64,21891.3
1132.79,23623.8
1268.04,22981.7
1352.51,33305.5
1373.08,25958.8
1450.91,24130.9
1542.65,18822.9
1587.77,30297.5
1594.88,21587.2
1608.88,22387.1
1615.96,26528.0
1837.34,24097.1
1863.72,27466.3
1898.59,27158.8
1965.14,24371.7
1990.12,18279.7
2013.65,22002.7
2048.98,25027.6
2058.49,26534.4
2169.24,25158.5
2195.98,26658.1
2323.11,18429.4
2325.6,17392.8
2331.71,22681.3
2530.53,19175.7
2540.65,17143.5
2567.02,27074.8
2596.69,25777.0
2649.29,22466.5
2649.74,29371.3
2729.57,26266.7
2793.56,27000.2
2808.1,29394.4
2824.6,13876.9
2855.76,24739.8
2901.93,27905.6
2932.63,22435.5
2947.56,24067.0
3002.91,16068.8
3075.17,25221.0
3125.64,25396.8
3131.12,20316.0
3137.3,17499.4
3209.94,29598.5
3217.85,26336.1
3455.35,21009.8
3535.01,26287.2
3544.9,23018.8
28937.0,48186.1
28948.6,49737.7
29085.3,50463.5
29121.5,46217.3
29133.5,41925.4
29145.8,52404.7
29183.5,53844.9
29335.6,50686.3
29469.3,49823.7
29486.8,48722.7
29567.1,52752.5
29608.1,54389.0
29753.9,51319.7
29767.4,49847.9
29873.7,55357.5
30076.7,52653.4
30080.5,38440.0
30139.8,53149.0
30239.2,43255.5
30260.7,50111.5
30290.3,48515.5
30341.2,52021.3
30361.7,49080.5
30372.6,50798.6
30375.6,48210.7
30379.4,51645.3
30433.7,51096.7
30497.4,51487.0
30527.9,48203.2
30533.1,53489.2
30633.1,51754.2
30633.9,52557.3
30729.5,55123.4
31034.6,56245.4
31097.2,47779.1
31131.7,55696.7
31189.5,57297.0
31199.2,48616.7
31281.2,47554.8
31288.8,49406.9
31308.0,45641.6
31357.0,52026.5
31385.5,49677.8
31407.3,53558.7
31422.1,53170.5
31607.3,58676.3
31615.9,51410.4
31665.0,61469.2
31685.6,47654.9
31710.9,62169.0
31725.8,57222.9
31743.5,51082.3
31828.9,49392.6
31839.7,46435.3
31956.5,58580.3
31958.4,57267.8
31971.3,54324.3
32016.5,52535.1
32061.5,60690.1
32087.4,56283.1
32147.5,59356.5
32230.1,54824.1
32285.2,50341.4
32295.3,54869.7
32327.3,55139.3
32347.8,52041.2
32350.0,52232.9
57709.6,77494.9
57744.4,75833.3
57772.4,76623.3
57787.9,80301.7
57818.9,85658.1
57891.6,74312.5
57954.6,82563.8
57981.0,74091.4
57983.7,80668.5
57986.7,82404.7
58084.1,83763.5
58132.0,77349.8
58249.6,85985.3
58270.9,83219.0
58417.4,72978.8
58423.2,82092.8
58481.5,77096.1
58593.8,88795.2
58616.1,81394.4
58709.6,79295.3
58726.1,79512.8
58840.1,84738.9
58854.3,82669.8
59142.5,80932.2
59211.3,78080.5
59218.2,81307.7
59273.7,81199.7
59278.0,79015.5
59285.2,78528.8
59332.7,81448.6
59335.4,88387.2
59342.7,75881.4
59412.7,85996.8
59535.8,82523.3
59551.9,82811.1
59626.1,84140.3
59690.8,81772.9
59768.6,85448.3
59801.3,81274.8
59804.7,87251.5
59807.3,82997.4
59834.0,85031.9
59872.8,82524.8
59928.1,78431.9
60019.2,80921.4
60152.6,82924.6
60221.2,78415.3
60261.2,92675.2
60289.8,83748.0
60370.7,71453.3
60404.5,75551.4
60422.9,74012.3
60451.0,86930.1
60479.6,79851.1
60505.1,73240.5
60607.3,76498.4
60608.2,78388.4
60668.0,84823.1
60780.1,78297.2
60866.7,80426.5
60975.6,83658.7
61046.7,87734.2
61096.3,80915.0
61116.3,84528.3
61130.4,80117.4
61141.6,81882.4
61174.1,88630.1
