msBal,msSat
0.97,0.94
0.97,0.94
0.97,0.93
0.97,0.93
0.98,0.94
0.97,0.93
0.98,0.93
0.97,0.94
0.97,0.94
0.98,0.94
0.97,0.93
0.97,0.93
0.97,0.94
0.97,0.93
0.97,0.93
0.98,0.94
0.98,0.94
0.97,0.94
0.97,0.94
0.97,0.94
0.97,0.94
0.97,0.93
0.97,0.93
0.97,0.94
0.97,0.94
0.97,0.94
0.97,0.94
0.97,0.94
0.97,0.93
0.97,0.93
