ppBal,ppSat
7.33,15.83
8.67,16.17
8.00,16.00
9.83,15.00
8.50,16.17
8.33,16.17
9.00,15.50
10.33,16.00
8.00,16.33
8.17,16.67
8.67,15.50
8.50,16.50
8.67,16.33
8.83,16.00
8.33,16.50
7.83,15.33
7.67,15.00
8.50,16.17
9.67,15.83
8.67,16.50
10.00,16.83
8.50,16.00
8.67,16.33
8.33,15.50
9.33,15.67
7.33,14.83
8.33,16.67
8.83,16.50
9.67,16.50
9.50,15.33
