ppBal,ppSat
12.50,20.17
12.83,20.17
12.33,19.67
12.50,19.50
12.83,20.17
12.83,19.83
12.83,19.83
12.33,20.00
12.00,19.33
12.33,19.67
12.00,19.33
12.17,19.33
11.83,19.33
13.00,19.83
13.17,20.00
12.17,19.67
12.67,20.00
13.00,19.83
13.00,20.00
12.50,19.67
12.33,19.50
12.17,19.67
12.17,19.33
12.17,19.17
12.00,19.83
12.17,19.33
13.33,19.83
13.17,20.00
12.17,19.67
13.33,20.17
