ppBal,ppSat
14.17,20.33
13.17,20.33
14.50,20.67
14.50,20.67
13.83,20.00
14.33,20.67
14.17,20.33
12.83,20.67
14.17,20.33
12.17,20.00
14.17,20.83
14.67,21.00
13.83,19.33
14.00,20.17
14.00,20.67
14.33,20.67
14.17,20.33
13.50,20.33
14.50,20.67
13.83,20.17
14.00,21.00
14.17,20.67
14.33,20.50
14.00,20.17
13.50,20.83
13.83,19.83
12.83,20.00
14.33,20.67
14.33,20.67
14.50,20.50
