ppBal,ppSat
10.00,12.00
10.50,12.00
10.00,12.00
10.17,12.00
10.17,12.00
10.17,12.00
10.00,11.67
9.50,12.00
10.33,12.00
9.67,12.00
9.83,12.00
10.00,12.00
10.33,12.00
9.83,12.00
10.17,11.83
9.67,12.00
10.17,12.00
10.33,12.00
10.17,12.00
10.33,12.00
9.50,12.00
9.83,12.00
10.17,12.00
10.00,12.00
10.17,12.00
9.83,11.83
10.33,12.00
10.50,11.83
9.50,12.00
9.83,12.00
