ppBal,ppSat
10.50,18.67
11.33,18.83
11.33,19.00
11.83,18.67
11.17,18.83
11.67,18.67
11.50,18.67
10.83,18.17
10.67,18.33
12.00,19.00
11.67,18.83
12.00,19.00
11.17,18.83
11.83,18.83
11.83,18.67
11.83,18.33
11.17,19.00
11.83,18.83
12.00,18.83
11.50,18.67
11.83,19.00
11.17,18.50
11.67,18.83
11.83,18.83
11.00,18.50
11.83,18.50
11.83,19.00
11.83,18.83
11.67,18.67
11.83,18.83
