ppBal,ppSat
8.67,16.00
6.00,16.67
6.67,17.17
9.83,17.67
8.00,17.33
7.83,16.83
8.17,15.17
8.67,16.67
5.83,16.17
7.17,16.67
8.17,16.83
8.17,16.83
7.33,16.17
8.67,17.33
7.00,17.33
9.33,16.83
7.00,16.67
8.17,17.50
8.00,17.17
8.00,17.00
8.17,16.67
8.67,17.33
6.67,16.83
8.50,16.50
6.33,16.83
6.50,17.00
8.67,17.00
10.33,17.17
5.83,16.17
8.83,17.33
