puBal,puSat
100.00,72.50
100.00,72.50
100.00,72.50
100.00,73.33
100.00,72.50
100.00,73.33
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,73.33
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,73.33
100.00,72.50
100.00,73.33
100.00,72.50
100.00,73.33
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
100.00,72.50
