puBal,puSat
68.89,48.89
68.89,48.89
68.89,48.89
72.22,50.00
66.67,46.67
70.00,50.00
71.11,51.11
70.00,50.00
68.89,48.89
68.89,48.89
68.89,48.89
67.78,47.78
70.00,50.00
68.89,48.89
67.78,47.78
68.89,48.89
70.00,50.00
74.44,52.22
70.00,50.00
67.78,47.78
68.89,48.89
70.00,48.89
68.89,48.89
66.67,46.67
70.00,50.00
70.00,50.00
67.78,47.78
68.89,48.89
71.11,48.89
70.00,50.00
