ppBal,ppSat
18.33,23.83
18.33,23.83
17.83,23.50
18.33,23.33
18.17,24.17
18.00,23.67
18.33,23.67
17.33,23.67
17.50,23.33
17.00,22.83
17.50,24.00
17.83,23.17
17.33,22.83
18.83,24.17
18.50,23.67
17.83,23.50
17.83,23.67
18.50,23.33
18.67,23.67
17.33,23.33
18.00,23.33
17.17,23.00
17.17,23.17
17.50,23.00
17.50,23.67
17.17,22.33
18.83,23.67
18.67,23.67
17.50,23.00
17.83,23.33
