msBal,msSat
0.97,0.92
0.96,0.92
0.96,0.92
0.96,0.92
0.96,0.92
0.96,0.92
0.97,0.92
0.96,0.92
0.96,0.92
0.97,0.92
0.96,0.92
0.97,0.92
0.97,0.92
0.96,0.92
0.96,0.92
0.96,0.92
0.96,0.92
0.97,0.92
0.97,0.92
0.96,0.92
0.97,0.92
0.96,0.92
0.96,0.92
0.97,0.92
0.96,0.92
0.96,0.92
0.97,0.92
0.97,0.92
0.97,0.92
0.96,0.92
