ppBal,ppSat
10.67,12.67
11.17,12.67
10.83,12.67
11.17,12.83
13.17,12.83
11.83,12.67
12.50,12.67
11.83,13.50
11.50,12.50
11.67,12.50
11.00,12.83
13.00,13.50
11.67,13.00
11.17,12.83
13.00,12.67
13.17,13.17
12.83,12.83
11.50,13.17
11.33,13.33
11.83,12.83
11.17,12.83
12.33,12.67
10.33,12.83
12.83,12.67
12.33,12.83
11.50,12.83
12.83,13.33
11.50,13.83
10.50,12.67
12.67,12.83
