msBal,msSat
0.97,0.93
0.97,0.93
0.97,0.93
0.97,0.93
0.97,0.93
0.96,0.93
0.97,0.93
0.97,0.93
0.97,0.93
0.96,0.93
0.97,0.93
0.97,0.93
0.97,0.93
0.96,0.93
0.97,0.92
0.97,0.93
0.97,0.93
0.97,0.93
0.96,0.93
0.97,0.93
0.96,0.92
0.97,0.93
0.97,0.93
0.97,0.93
0.96,0.93
0.97,0.94
0.97,0.93
0.97,0.92
0.96,0.92
0.97,0.93
