puBal,puSat
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,72.00
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,71.33
100.00,72.00
100.00,71.33
100.00,71.33
100.00,71.33
