puBal,puSat
100.00,80.00
100.00,78.89
100.00,78.89
100.00,80.00
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,80.00
100.00,78.89
100.00,78.89
100.00,78.89
100.00,78.89
100.00,80.00
100.00,78.89
100.00,77.78
100.00,78.89
100.00,78.89
100.00,78.89
100.00,80.00
100.00,78.89
