ppBal,ppSat
14.17,40.00
12.67,31.50
14.33,31.83
14.00,27.50
13.00,40.00
11.67,36.67
13.67,35.00
11.83,39.83
11.50,31.00
12.00,27.33
15.50,26.17
16.67,40.17
14.00,27.17
13.17,39.00
13.50,39.33
13.17,32.17
14.00,31.50
15.50,37.67
15.83,27.17
11.83,38.33
11.83,26.00
13.50,39.83
13.33,27.67
12.83,28.83
11.67,30.33
13.83,28.17
15.17,27.33
14.33,31.17
13.00,40.50
13.67,29.50
