puBal,puSat
100.00,98.33
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,98.33
100.00,100.00
100.00,98.33
100.00,100.00
100.00,100.00
100.00,98.33
100.00,100.00
100.00,100.00
100.00,98.33
100.00,100.00
100.00,100.00
100.00,100.00
100.00,98.33
100.00,98.33
100.00,100.00
100.00,98.33
100.00,100.00
100.00,98.33
100.00,100.00
100.00,98.33
100.00,100.00
100.00,100.00
100.00,100.00
100.00,98.33
100.00,100.00
