msBal,msSat
0.98,0.92
0.97,0.93
0.98,0.95
0.97,0.93
0.97,0.92
0.98,0.92
0.97,0.93
0.97,0.93
0.97,0.93
0.98,0.93
0.97,0.92
0.97,0.93
0.97,0.86
0.97,0.92
0.97,0.92
0.98,0.93
0.97,0.85
0.97,0.92
0.97,0.94
0.98,0.93
0.97,0.93
0.97,0.92
0.98,0.91
0.98,0.94
0.97,0.68
0.98,0.94
0.98,0.93
0.97,0.92
0.98,0.93
0.97,0.93
