ppBal,ppSat
6.67,21.83
5.83,15.00
6.17,19.17
6.17,21.17
6.67,20.83
5.67,20.17
6.17,20.67
6.50,16.67
5.50,21.17
7.33,19.83
6.50,20.83
6.83,21.17
6.33,19.00
6.50,20.33
6.17,19.83
6.17,18.83
6.83,20.67
6.50,19.50
6.00,19.17
6.00,21.17
6.17,20.50
7.00,21.17
6.17,19.50
7.00,19.83
7.33,18.67
6.33,19.33
6.33,20.83
6.00,20.33
6.33,16.50
6.00,19.00
