msBal,msSat
0.97,0.95
0.98,0.95
0.98,0.94
0.97,0.94
0.98,0.94
0.97,0.95
0.97,0.95
0.97,0.94
0.97,0.94
0.97,0.95
0.97,0.95
0.97,0.95
0.97,0.94
0.98,0.94
0.97,0.94
0.97,0.94
0.98,0.95
0.97,0.94
0.98,0.95
0.97,0.94
0.97,0.95
0.97,0.94
0.97,0.94
0.98,0.94
0.97,0.94
0.97,0.94
0.97,0.94
0.97,0.95
0.97,0.95
0.97,0.94
